date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:00:37	5886/5886	---M--	200	added ('OK')	image/jpeg	etag:%2216fe-5d5bf4112e56e%22	https://coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-1.jpg	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-1.jpg	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:37	2040/2040	---M--	200	added ('OK')	image/png	etag:%227f8-5d5bf4112d5ce%22	https://coderthemes.com/simple/layouts/vertical/assets/images/logo-dark.png	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/logo-dark.png	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:37	389/389	---M--	200	added ('OK')	image/png	etag:%22185-5d5bf4112d5ce%22	https://coderthemes.com/simple/layouts/vertical/assets/images/logo-sm.png	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/logo-sm.png	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:38	2051/2051	---M--	200	added ('OK')	image/png	etag:%22803-5d5bf4112d5ce%22	https://coderthemes.com/simple/layouts/vertical/assets/images/logo-light.png	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/logo-light.png	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:38	102579/102579	---M-Z	200	added ('OK')	text/html	etag:%22190b3-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/ui-elements.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/ui-elements.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:38	29271/29271	---M-Z	200	added ('OK')	text/html	etag:%227257-5d5bf4113626d-gzip%22	https://coderthemes.com/simple/layouts/vertical/components-range-slider.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/components-range-slider.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:38	43138/43138	---M-Z	200	added ('OK')	text/html	etag:%22a882-5d5bf411352cd-gzip%22	https://coderthemes.com/simple/layouts/vertical/components-alerts.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/components-alerts.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:39	44994/44994	---M-Z	200	added ('OK')	text/html	etag:%22afc2-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/components-widgets.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/components-widgets.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:39	1027651/1027651	---M-Z	200	added ('OK')	text/html	etag:%22fae43-5d5bf4113626d-gzip%22	https://coderthemes.com/simple/layouts/vertical/components-icons.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/components-icons.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:39	40682/40682	---M-Z	200	added ('OK')	text/html	etag:%229eea-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/typography.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/typography.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:39	85622/85622	---M-Z	200	added ('OK')	text/html	etag:%2214e76-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/forms-general.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/forms-general.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:40	73536/73536	---M-Z	200	added ('OK')	text/html	etag:%2211f40-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/forms-advanced.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/forms-advanced.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:40	59373/59373	---M-Z	200	added ('OK')	text/html	etag:%22e7ed-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/tables-basic.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/tables-basic.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:40	177880/177880	---M-Z	200	added ('OK')	text/html	etag:%222b6d8-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/tables-advanced.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/tables-advanced.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:41	40711/40711	---M-Z	200	added ('OK')	text/html	etag:%229f07-5d5bf411352cd-gzip%22	https://coderthemes.com/simple/layouts/vertical/charts.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/charts.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:41	31490/31490	---M-Z	200	added ('OK')	text/html	etag:%227b02-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/maps.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/maps.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:41	4000/4000	---M-Z	200	added ('OK')	text/html	etag:%22fa0-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-login.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-login.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:41	4229/4229	---M-Z	200	added ('OK')	text/html	etag:%221085-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-register.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-register.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:42	3304/3304	---M-Z	200	added ('OK')	text/html	etag:%22ce8-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-forget-password.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-forget-password.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:42	3412/3412	---M-Z	200	added ('OK')	text/html	etag:%22d54-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-lock-screen.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-lock-screen.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:42	24754/24754	---M-Z	200	added ('OK')	text/html	etag:%2260b2-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-blank.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-blank.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:43	2803/2803	---M-Z	200	added ('OK')	text/html	etag:%22af3-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-404.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-404.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:43	2707/2707	---M-Z	200	added ('OK')	text/html	etag:%22a93-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-confirm-mail.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-confirm-mail.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:43	3070/3070	---M-Z	200	added ('OK')	text/html	etag:%22bfe-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/pages-session-expired.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/pages-session-expired.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:43	45185/45185	---M-Z	200	added ('OK')	text/html	etag:%22b081-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-timeline.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-timeline.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:44	34176/34176	---M-Z	200	added ('OK')	text/html	etag:%228580-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-invoice.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-invoice.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:45	40060/40060	---M-Z	200	added ('OK')	text/html	etag:%229c7c-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-profile.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-profile.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:46	32556/32556	---M-Z	200	added ('OK')	text/html	etag:%227f2c-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-calendar.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-calendar.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:46	29829/29829	---M-Z	200	added ('OK')	text/html	etag:%227485-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-faqs.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-faqs.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:46	31275/31275	---M-Z	200	added ('OK')	text/html	etag:%227a2b-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-pricing.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-pricing.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:47	41619/41619	---M-Z	200	added ('OK')	text/html	etag:%22a293-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/extras-contacts.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/extras-contacts.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:47	39339/39339	---M-Z	200	added ('OK')	text/html	etag:%2299ab-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/layouts-horizontal.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/layouts-horizontal.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:47	41661/41661	---M-Z	200	added ('OK')	text/html	etag:%22a2bd-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/layouts-dark-sidebar.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/layouts-dark-sidebar.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:48	41660/41660	---M-Z	200	added ('OK')	text/html	etag:%22a2bc-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/layouts-small-sidebar.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/layouts-small-sidebar.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:48	41680/41680	---M-Z	200	added ('OK')	text/html	etag:%22a2d0-5d5bf4113720d-gzip%22	https://coderthemes.com/simple/layouts/vertical/layouts-sidebar-collapsed.html	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/layouts-sidebar-collapsed.html	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:48	4094/4094	---M--	200	added ('OK')	image/jpeg	etag:%22ffe-5d5bf4112e56e%22	https://coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-2.jpg	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-2.jpg	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:48	6769/6769	---M--	200	added ('OK')	image/jpeg	etag:%221a71-5d5bf4112e56e%22	https://coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-3.jpg	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-3.jpg	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:49	4132/4132	---M--	200	added ('OK')	image/jpeg	etag:%221024-5d5bf4112e56e%22	https://coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-4.jpg	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-4.jpg	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:49	3670/3670	---M--	200	added ('OK')	image/jpeg	etag:%22e56-5d5bf4112e56e%22	https://coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-5.jpg	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-5.jpg	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:49	4454/4454	---M--	200	added ('OK')	image/jpeg	etag:%221166-5d5bf4112e56e%22	https://coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-6.jpg	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/users/avatar-6.jpg	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:50	21443/21443	---M--	200	added ('OK')	image/png	etag:%2253c3-5d5bf4112d5ce%22	https://coderthemes.com/simple/layouts/vertical/assets/images/layouts/light.png	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/layouts/light.png	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:51	28790/28790	---M--	200	added ('OK')	image/png	etag:%227076-5d5bf4112d5ce%22	https://coderthemes.com/simple/layouts/vertical/assets/images/layouts/dark.png	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/layouts/dark.png	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:51	64106/64106	---M-Z	200	added ('OK')	text/css	etag:%22fa6a-5d5bf4111bc8f-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/css/app-dark.min.css	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/css/app-dark.min.css	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:51	208658/208658	---M-Z	200	added ('OK')	text/css	etag:%2232f12-5d5bf4111bc8f-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/css/bootstrap-dark.min.css	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/css/bootstrap-dark.min.css	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:52	21027/21027	---M--	200	added ('OK')	image/png	etag:%225223-5d5bf4112d5ce%22	https://coderthemes.com/simple/layouts/vertical/assets/images/layouts/rtl.png	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/images/layouts/rtl.png	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:52	97512/97512	---M-Z	200	added ('OK')	text/css	etag:%2217ce8-5d5bf4111bc8f-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/css/app-rtl.min.css	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/css/app-rtl.min.css	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:53	194104/194104	---M-Z	200	added ('OK')	application/javascript	etag:%222f638-5d5bf4112e56e-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/js/vendor.min.js	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/js/vendor.min.js	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:53	35652/35652	---M-Z	200	added ('OK')	application/javascript	etag:%228b44-5d5bf411323ee-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/libs/morris-js/morris.min.js	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/libs/morris-js/morris.min.js	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:53	93167/93167	---M-Z	200	added ('OK')	application/javascript	etag:%2216bef-5d5bf411352cd-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/libs/raphael/raphael.min.js	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/libs/raphael/raphael.min.js	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:53	1349/1349	---M-Z	200	added ('OK')	application/javascript	etag:%22545-5d5bf4112e56e-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/js/pages/dashboard.init.js	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/js/pages/dashboard.init.js	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:54	7194/7194	---M-Z	200	added ('OK')	application/javascript	etag:%221c1a-5d5bf4112e56e-gzip%22	https://coderthemes.com/simple/layouts/vertical/assets/js/app.min.js	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/js/app.min.js	(from https://coderthemes.com/simple/layouts/vertical/index.html)
15:00:56	754852/754852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b84a4-5d5bf411229ef%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont.eot?v=4.4.95	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont2f9b.eot	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:00:58	256372/256372	---M--	200	added ('OK')	font/woff2	etag:%223e974-5d5bf4112974e%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont.woff2?v=4.4.95	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont2f9b.woff2	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:00:59	362644/362644	---M--	200	added ('OK')	font/woff	etag:%2258894-5d5bf4112974e%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont.woff?v=4.4.95	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont2f9b.woff	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:00:59	754632/754632	---M--	200	added ('OK')	font/ttf	etag:%22b83c8-5d5bf4112974e%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont.ttf?v=4.4.95	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont2f9b.ttf	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:00	129916/129916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb7c-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.eot	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.eot	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:01	129916/129916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb7c-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.eot?	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400d41d.eot	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:01	754852/754852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b84a4-5d5bf411229ef%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfont.eot?	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:01	74776/74776	---M--	200	added ('OK')	font/woff2	etag:%2212418-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.woff2	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.woff2	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:01	87688/87688	---M--	200	added ('OK')	font/woff	etag:%2215688-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.woff	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.woff	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:02	129612/129612	---M--	200	added ('OK')	font/ttf	etag:%221fa4c-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.ttf	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-brands-400.ttf	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:02	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-regular-400.eot	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-regular-400.eot	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
15:01:02	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228654-5d5bf4111eb6f%22	https://coderthemes.com/simple/layouts/vertical/assets/fonts/fa-regular-400.eot?	C:/Users/Qusai%20sn/Desktop/new%20master%20piece/admin/admin/coderthemes.com/simple/layouts/vertical/assets/fonts/fa-regular-400d41d.eot	(from https://coderthemes.com/simple/layouts/vertical/assets/css/icons.min.css)
